time,title,category
20130101,"식약청, 의약품 재평가로 612품목 효능·효과 변경",의약품
20130101,[2013 각계 신년사] 이희성 식품의약품안전청 청장,의약품
20130101,'의약품 가격표시제 실시요령'서 과태료 규정 삭제,의약품
20130101,보령제약 사장에 최태홍씨 선임,의약품
20130101,아모레·엘지 등 소비자 현혹 광고로 행정처분,의약품
20130101,"마트·편의점 규제 피한 드럭스토어, 올해 날개달까?",의약품
20130101,"<서울소식> 서울시, 장년창업센터 예비창업자 모집",의약품
20130101,“새해엔 조금 싱겁게!”,의약품
20130101,<표> 정부부처 산하 공공기관 감사 현황-3(끝),의약품
20130101,서울시 프로포폴 취급업소 특별점검 17곳 적발,의약품
20130102,공주 의약품 보관창고서 화재…인명피해 없어,의약품
20130102,`2세대 바이오의약품` 글로벌 선도,의약품
20130102,"심평원, 약국 의약품 구입내역 조회 시스템 구축",의약품
20130102,"[Hot-Line 코스피] ""의약품 내수 점차 안정화""",의약품
20130102,이희성 식품의약품안전청장 신년사,의약품
20130102,의약품 리베이트 민사소송단 모집,의약품
20130102,작년 11월 의약품 내수 출하 전년比 7.4%↑… ´기지개´,의약품
20130102,의약품 재분류…사용량협상 개편…향정약 RFID,의약품
20130102,팍팍한 의약품 시장 치밀해진 `특허전략`,의약품
20130102,"식약청, PET용 방사성의약품 평가 가이드라인 발간",의약품
20130103,글로벌 바이오의약품 제약사 ‘애브비’ 첫 닻,의약품
20130103,애보트 분할..의약품 사업 법인 애브비 출범,의약품
20130103,속도 붙은 특허의약품 '그린리스트' 566건 등재,의약품
20130103,제형다른 동일 공정 의약품 제조시설 공동사용 가능,의약품
20130103,의약품 내수시장 점차 안정화‥일본 등 수출 호조세,의약품
20130103,의약품 판매수익 일정액 기부 공동모금회 공익마케팅 협약,의약품
20130103,'수십억 리베이트' 동아제약 임직원 2명 구속,의약품
20130103,'홈쇼핑 게장' 절반 이상 세균 검출… 알레르기·식중독 유발,의약품
20130103,"셀트리온 세계 첫 항체시밀러, 美매체 10대뉴스 선정",의약품
20130103,"JW중외제약, 바이오 항체신약 `악템라` 출시",의약품
20130104,사용금지 동물용의약품 나온 깐새우 판금·회수조치,의약품
20130104,"이천시, 일반의약품 가격 공개",의약품
20130104,의약품도매협회 시무식 열고 업권 발전 다짐,의약품
20130104,폭설·도로결빙에 의약품 배송 차질…약국 '발동동',의약품
20130104,의약품 온라인몰 반발은 도매협회 밥그릇 챙기기?,의약품
20130104,"의약품도매협회, 서울신용평가정보와 MOU 체결",의약품
20130104,"국내산 말린 고추, 고춧가루 농약걱정 뚝!",의약품
20130104,"한의사들 ""천연물신약 고시 무효"" 소송제기",의약품
20130104,"“빈혈, 간편하게 체크하세요”",의약품
20130104,계속 맑거나 계속 비 오거나,의약품
20130105,동물의약품 성분 검출 ‘냉동흰다리새우’ 판매 중단,의약품
20130105,[주간추천주]한화투자증권,의약품
20130105,짝퉁이라고요? 제네릭에 대한 오해,의약품
20130105,올해 전세난 계속…전세 구하기가 ‘하늘의 별따기’,의약품
20130105,ㅁㅁ,의약품
20130105,마약류·오남용 약 전산심사 확대…하이코돈 등 9품목,의약품
20130105,"건강검진, 성별·연령별 필수항목 꼭 확인하세요!",의약품
20130105,'총액예산제·참조가격제' 도입 뜨거운감자,의약품
20130105,"서울성모병원, 지역약물감시센터로 선정",의약품
20130105,[주간추천주]하나대투증권,의약품
20130106,일반의약품 도내 약국마다 '천차만별',의약품
20130106,"LG, '창립이래 최대' 올해 20조원 투자",의약품
20130106,"LG그룹, 올해 20조원 투자…사상 최대",의약품
20130106,서울시 남북협력기금 '유명무실'…작년 2억 집행,의약품
20130106,동물약품·농약 등 30종 위해정보 공개,의약품
20130106,연수구 지역 균형발전 필요,의약품
20130106,베이비부머 은퇴자 47% '제주에 살어리랏다',의약품
20130106,담뱃갑 디자인만 바꿔도 흡연율 10%는 떨어진다,의약품
20130106,"세라젬메디시스, 헤모글로빈 측정기 식약청 승인",의약품
20130106,"유니세프 ""북한 어린이 28% 발육장애 겪어""",의약품
20130107,이달부터 에너지음료 카페인 함량 표시…504개 의약품 전문·일반 재분류,의약품
20130107,"녹십자, 태국에 혈액의약품 생산플랜트 수출",의약품
20130107,새해 달라진 식·의약품 안전정책,의약품
20130107,올해부터 의약품 재분류-품목갱신제 본격 시행,의약품
20130107,"동아제약, 올해 전문의약품 회복·수출 호조 전년비 7%↑ 전망",의약품
20130107,이천 일반의약품 판매가 공개,의약품
20130107,[표]올해부터 시행되는 식·의약품 안전관리 정책,의약품
20130107,'효능군 중복의약품' DUR 점검대상 추가,의약품
20130107,"일본, 특허만료 의약품 가격 인하 추진",의약품
20130107,"""5년주기 의약품 재정비로 품목 절반 정리한다""",의약품
20130108,"신풍제약, 프랑스 LFB사와 바이오의약품 제조 합작사 설립",의약품
20130108,"中, 2월부터 400여종 의약품 가격 15% 인하",의약품
20130108,이천지역 의약품 최대 50% 가격差,의약품
20130108,"""향정신성의약품 달라"" 병원 방화 시도 50대 검거",의약품
20130108,"의약품리베이트감시운동본부, 제약사와 전쟁 선포",의약품
20130108,"대웅제약, 오리지널 의약품 수요 증대로 실적 개선…목표가↑ [신한투자]",의약품
20130108,인수위 11일부터 부처 업무보고 받아,의약품
20130108,"정식품, 청주공장 두유 전 제품 HACCP 인증 완료",의약품
20130108,[인사] 충북도,의약품
20130108,한국애보트 대표이사에 정유석씨,의약품
20130109,온라인 통해 마취제 성분 함유 수입의약품 판매한 업자들 적발,의약품
20130109,경쟁의약품 취급 금지·원료구매 강제 '더는 안돼',의약품
20130109,"복지부, 알앤엘바이오 검찰 고발 '무허가 의약품 광고'",의약품
20130109,"신성아트컴, 의약품 수발주 시스템(POL) 개발",의약품
